ADQ_ID,EventType,StartIndex,EndIndex,Duration_ms,Amplitude_deg,MaxVel,MeanVel,ROI,group,subject
n21q4,saccade,2167,2167,0.0,0.0,24.775201815524838,24.775201815524838,,control,control_group_21
n21q4,saccade,2168,2170,22.0,1.6668653648090477,162.57483797870344,89.17093675724531,,control,control_group_21
n21q4,saccade,2171,2172,11.0,0.23509654612520442,25.98373722157765,23.67807525284357,,control,control_group_21
n21q4,saccade,2173,2173,0.0,0.0,351.97425248620544,351.97425248620544,,control,control_group_21
n21q4,saccade,2174,2174,0.0,0.0,33.6977973137958,33.6977973137958,,control,control_group_21
n21q4,saccade,2175,2175,0.0,0.0,332.4967600612668,332.4967600612668,,control,control_group_21
n21q4,saccade,2176,2176,0.0,0.0,28.40929663925489,28.40929663925489,,control,control_group_21
n21q4,saccade,2177,2177,0.0,0.0,271.38787632257265,271.38787632257265,,control,control_group_21
n21q4,saccade,2178,2179,12.0,0.3056798619471059,34.59172528006108,30.032523554493284,,control,control_group_21
n21q4,saccade,2180,2182,22.0,1.7878782129664224,157.50858347330984,106.96974330892142,,control,control_group_21
n21q4,saccade,2183,2183,0.0,0.0,26.162518454858485,26.162518454858485,,control,control_group_21
n21q4,saccade,2184,2184,0.0,0.0,40.177826375146545,40.177826375146545,,control,control_group_21
n21q4,saccade,2185,2185,0.0,0.0,37.815243286185265,37.815243286185265,,control,control_group_21
n21q4,saccade,2186,2186,0.0,0.0,240.39168183240992,240.39168183240992,,control,control_group_21
n21q4,saccade,2187,2194,78.0,1.426723795694176,33.80313448227073,19.905526695534505,,control,control_group_21
n21q4,saccade,2195,2204,189.0,4.345374691600247,417.48056043425004,294.7284562847851,,control,control_group_21
n21q4,saccade,2205,2207,24.0,0.5232549397760143,27.845154874771264,22.58741898843513,,control,control_group_21
n21q4,saccade,2208,2208,0.0,0.0,51.90488439443809,51.90488439443809,,control,control_group_21
n21q4,saccade,2209,2211,22.0,0.22257960553474176,22.78750201171431,14.769728467162045,,control,control_group_21
n21q4,saccade,2212,2213,11.0,2.6813063210308505,243.75512009371369,217.27196187854946,,control,control_group_21
n21q4,saccade,2214,2216,44.0,16.20291517959655,36.45033414804562,22.885971101346044,,control,control_group_21
n21q4,saccade,2217,2219,34.0,7.448631379924773,254.69137204672126,144.19747269201045,,control,control_group_21
n21q4,saccade,2220,2220,0.0,0.0,4.844130810144059,4.844130810144059,,control,control_group_21
n21q4,saccade,2221,2221,0.0,0.0,63.39458602428129,63.39458602428129,,control,control_group_21
n21q4,saccade,2222,2226,44.0,0.6902518627283825,29.2115410227809,21.441724262864746,,control,control_group_21
n21q4,saccade,2227,2227,0.0,0.0,160.66231745496503,160.66231745496503,,control,control_group_21
n21q4,saccade,2228,2229,11.0,0.3919230909247438,35.62937190224943,29.29207648157304,,control,control_group_21
n21q4,saccade,2230,2231,11.0,0.86502711656919,78.63882877901727,75.6195797466894,,control,control_group_21
n21q4,saccade,2232,2232,0.0,0.0,22.497340008054124,22.497340008054124,,control,control_group_21
n21q4,saccade,2233,2234,12.0,0.9095221866452733,291.49412285585555,183.64381920481415,,control,control_group_21
n21q4,saccade,2235,2238,33.0,0.5308258867086253,17.824761030239234,15.064026688590348,,control,control_group_21
n21q4,saccade,2239,2239,0.0,0.0,138.98568964105627,138.98568964105627,,control,control_group_21
n21q4,saccade,2240,2241,11.0,0.13408802631108774,12.189820573735249,10.852978944986072,,control,control_group_21
n21q4,saccade,2242,2242,0.0,0.0,40.61437879974669,40.61437879974669,,control,control_group_21
n21q4,saccade,2264,2265,11.0,0.933101899901615,113.1918845906817,99.00966501814153,,control,control_group_21
n21q4,saccade,2277,2277,0.0,0.0,103.29334654914673,103.29334654914673,,control,control_group_21
n21q4,saccade,2291,2291,0.0,0.0,115.79524871513519,115.79524871513519,,control,control_group_21
n21q4,saccade,2292,2293,11.0,0.2510375334486786,22.82159394987987,15.11836350661211,,control,control_group_21
n21q4,saccade,2294,2294,0.0,0.0,221.8300941734276,221.8300941734276,,control,control_group_21
n21q4,saccade,2295,2295,0.0,0.0,4.5089530770725785,4.5089530770725785,,control,control_group_21
n21q4,saccade,2296,2296,0.0,0.0,47.93095095555762,47.93095095555762,,control,control_group_21
n21q4,saccade,2297,2298,11.0,0.04900733006398243,6.807832144846538,5.63152198442247,,control,control_group_21
n21q4,saccade,2299,2299,0.0,0.0,119.33385542250767,119.33385542250767,,control,control_group_21
n21q4,saccade,2300,2308,89.0,0.6342218596043485,16.79991853581147,7.928435436751804,,control,control_group_21
